user,item,label,time
2879,3751,1.0,972344219
3044,2247,1.0,970212921
5345,52,1.0,960672691
4021,2085,1.0,965523404
5844,34,1.0,957801799
482,151,1.0,976219043
4732,2756,0.0,963635959
2272,1674,1.0,974570726
6000,2520,1.0,956885609
975,2827,1.0,975126658
2030,2076,1.0,974745341
5193,3424,1.0,969063224
1446,1248,1.0,974757285
735,3101,1.0,975694899
1051,924,1.0,987227138
2567,3256,1.0,973958965
3945,2522,0.0,965686731
1150,2126,0.0,975195560
1285,2520,1.0,976320459
2127,3450,1.0,974829939
3073,3578,1.0,969931681
2040,2858,1.0,974666827
5046,172,0.0,962502778
2092,1288,1.0,974670767
1527,3823,1.0,975372117
3664,2150,1.0,966403354
4853,589,1.0,962832347
2012,2733,1.0,974679745
4714,3467,1.0,963447147
4498,2710,0.0,964998241
3622,362,1.0,966571375
2231,2731,1.0,974602731
4447,2949,1.0,965166854
2411,356,1.0,974590706
1127,2948,1.0,975344480
713,2944,1.0,975537208
5367,1261,0.0,960500044
1984,2174,1.0,974686558
839,2468,0.0,980533872
2016,2583,1.0,974677794
5433,81,0.0,960051652
829,673,1.0,975367608
1415,1944,1.0,993496919
4663,589,1.0,963862020
2699,11,1.0,973306396
6007,1552,1.0,956791213
855,337,1.0,975466525
403,1449,1.0,976304314
2262,3471,1.0,974583003
3974,1033,1.0,965654354
1897,778,1.0,974772917
4567,1188,1.0,964485911
877,1747,1.0,975270642
3292,1391,1.0,968126680
1147,3503,1.0,974873427
4021,1968,1.0,965524072
3887,17,1.0,965805089
1422,2788,1.0,976120173
5306,1291,1.0,961017588
230,2686,1.0,976820905
641,593,1.0,975725279
1812,1658,1.0,1017701450
5886,1307,1.0,957488097
5367,875,1.0,960506756
3344,1252,1.0,967776582
4942,2851,0.0,962642662
3654,2889,1.0,966458402
549,2369,1.0,976118593
3961,2396,1.0,967227852
5763,3147,0.0,959535355
1851,154,1.0,1016140552
889,1772,1.0,975249874
2069,910,1.0,974659754
2293,3037,1.0,974508885
5347,1210,1.0,960666322
550,1340,1.0,976157904
10,1091,1.0,978229753
1556,3452,1.0,980992075
415,708,1.0,976290521
1135,338,1.0,974881958
2847,589,1.0,972516795
1171,1961,1.0,974859362
3884,465,1.0,965817405
3930,903,1.0,965706374
2676,1085,1.0,973402392
5779,3526,1.0,958157505
3067,373,0.0,969996010
2784,3468,1.0,996594435
5990,2804,1.0,956868426
1647,2364,0.0,974805855
474,2278,1.0,976238128
3299,227,0.0,968265098
1685,50,0.0,974713338
2030,2080,1.0,974734154
92,486,1.0,977646934
2077,3809,1.0,979974001
5954,3284,1.0,957128936
4356,3210,1.0,965191001
4506,2985,1.0,964983380
5264,1197,1.0,961180057
5615,3203,1.0,959307328
5099,1784,1.0,962367583
2890,1917,1.0,972018545
1017,2858,1.0,975008386
3158,2174,1.0,993072122
631,1207,1.0,975779707
911,1198,1.0,975268740
3886,32,1.0,965809072
2145,1676,0.0,974627507
5511,1663,1.0,959787805
2764,1179,1.0,973135558
881,3060,1.0,975262897
3827,1591,1.0,966130982
5548,282,1.0,959481858
5448,2750,1.0,960053301
4937,3608,1.0,962675729
1211,1200,1.0,992288767
2063,836,0.0,975378704
1320,1387,1.0,974777976
1447,107,1.0,981021429
5947,2916,0.0,957190882
1579,1405,1.0,985110974
1051,21,1.0,974959298
4054,2312,1.0,965504614
339,3468,1.0,976341234
3957,454,1.0,965674989
869,2001,1.0,975281978
2188,117,1.0,974663752
4067,2701,0.0,965462752
4902,2115,1.0,965150230
1088,1221,1.0,994627023
129,1527,1.0,977433675
877,1375,1.0,975269677
5864,1610,1.0,957662808
2599,3471,1.0,973793517
5463,930,1.0,959900706
1019,2731,1.0,975009910
2913,1361,1.0,971766734
937,1251,1.0,1009672570
2878,1028,1.0,972360266
3393,1947,1.0,967498006
2772,2094,1.0,983893563
3600,1015,1.0,966626295
3578,1250,1.0,966712207
4794,2687,1.0,962996175
5497,589,1.0,959806208
4083,2311,0.0,965459008
3364,1784,1.0,967670286
1780,2394,0.0,974750986
2231,1272,1.0,974600030
4909,2968,1.0,962687064
2094,866,1.0,974840373
17,2028,1.0,978159289
5749,2952,1.0,962844289
919,2469,1.0,975204050
3229,2000,0.0,968391552
3250,318,1.0,968309322
1088,2427,1.0,999266398
4579,454,1.0,1008574879
937,70,1.0,975174213
3358,1079,1.0,967695287
4360,1500,1.0,965188413
1759,3510,1.0,974702774
1264,1097,1.0,974819176
185,2763,1.0,977066679
624,1198,1.0,975788553
1889,3618,1.0,976400631
4048,3081,0.0,965497267
271,1247,1.0,979879022
2840,606,1.0,972569313
6031,1704,1.0,956717833
1741,1056,1.0,974710948
3929,3272,0.0,965712622
1067,85,1.0,1016739643
4673,3163,1.0,963759103
1596,2709,1.0,974735214
3476,2794,1.0,968951214
2063,842,1.0,974665368
188,3682,1.0,1011460849
1600,480,1.0,974731852
1458,1617,1.0,989959237
5474,2858,1.0,959881315
5015,2240,1.0,962595337
1899,3255,1.0,975036020
2190,1694,1.0,1033340167
2645,3361,1.0,973560017
3313,1275,1.0,967953120
3705,1267,1.0,966284996
1186,2459,1.0,977291471
4310,2858,1.0,965258640
3163,2618,1.0,1007664899
6037,910,1.0,956719174
5161,2944,1.0,961907437
4821,1718,1.0,962929994
894,1240,1.0,975371030
5394,724,1.0,981231593
3272,3159,1.0,968205207
4814,1682,1.0,962929728
4352,798,1.0,965227381
212,1515,1.0,976903901
4508,2099,1.0,964983367
1118,356,1.0,974924503
4587,955,1.0,964315601
1698,3072,0.0,974772736
4508,1199,1.0,964981198
451,3421,1.0,976415875
1042,3440,0.0,974969369
4089,3686,1.0,965456369
5584,3006,1.0,959277433
2290,539,1.0,974520928
4401,1277,1.0,965159957
293,1633,1.0,976560934
660,454,1.0,975694380
3841,2640,0.0,965995573
678,1566,1.0,989238062
3499,1378,0.0,967233597
3486,2054,0.0,967059991
111,1639,1.0,977512655
5054,2406,1.0,1009572715
4277,971,1.0,967621846
3313,3763,1.0,967953208
5100,1150,1.0,962362643
533,2455,1.0,976208387
4647,1617,1.0,963964655
551,908,1.0,976065311
4508,426,0.0,964988982
3487,1500,1.0,967059380
1758,348,1.0,974785522
1211,1178,1.0,974842417
4497,3113,1.0,972444499
5305,2692,1.0,960939805
3841,1747,1.0,965996616
2162,2456,0.0,974616077
4001,1416,1.0,965584099
2899,2968,1.0,971920818
2565,317,1.0,973972711
2377,3785,1.0,974331333
3600,1231,1.0,966622445
5744,1022,1.0,958363587
2528,1620,1.0,976805222
2435,2916,1.0,974224018
442,370,1.0,978733074
3453,1960,1.0,967239435
2176,2348,1.0,985753931
4417,1792,0.0,965136757
1491,3688,0.0,990992990
4802,3061,1.0,978959512
5848,3285,0.0,957780989
1276,57,1.0,974798238
4855,3258,0.0,962845728
5987,1537,1.0,956881610
3248,2791,1.0,968303776
2453,9,1.0,974187328
1447,2686,1.0,981017058
5161,1396,1.0,961913073
1579,281,1.0,974929423
1152,741,1.0,974872673
5677,1961,1.0,958956960
5520,2571,1.0,959738238
26,207,1.0,978141306
5239,1189,1.0,961442346
3031,1727,1.0,970362942
3099,647,1.0,969931614
3026,1837,0.0,970463779
1640,20,1.0,974717588
5035,2078,1.0,962555946
2610,3869,1.0,973722629
655,2273,1.0,975706908
378,1537,1.0,976301978
3825,3421,0.0,965940793
2100,783,1.0,974670738
4526,1345,1.0,964808340
5549,2917,0.0,959472826
1897,1949,1.0,1017696847
5618,1198,1.0,964156235
1613,2791,1.0,974738060
4213,2917,1.0,965843637
2621,1777,0.0,973656268
2389,1262,1.0,974297754
5954,3468,1.0,957702655
576,1641,0.0,975981141
3365,1958,1.0,967664987
5623,1680,1.0,959094684
2771,1680,1.0,973820021
270,2997,1.0,976653117
2230,55,0.0,974599392
2665,434,1.0,974992157
1246,785,1.0,975071943
735,592,1.0,975693817
5739,50,1.0,959133194
3791,866,0.0,966019192
5097,1276,1.0,962375401
3539,2882,1.0,966932831
1941,2615,1.0,974854247
235,1252,1.0,976771437
5845,2732,1.0,957796754
4312,3253,1.0,965259474
3821,2511,1.0,974759497
4626,1889,1.0,964113194
3418,1721,1.0,967398834
616,3753,1.0,975802958
1140,2571,0.0,974880634
5088,2916,1.0,962391472
3457,1912,1.0,967240533
4980,1954,1.0,962598120
4995,417,1.0,962592619
2997,1094,1.0,970672929
3261,3911,1.0,972428342
764,2710,1.0,975450194
4258,1,1.0,966004554
1641,653,0.0,974715155
1124,344,1.0,974912748
5737,2908,1.0,972570592
2978,1023,1.0,970968201
2750,3635,1.0,973199010
1941,474,1.0,974852121
3363,3882,1.0,982983340
3724,1954,1.0,966224650
3180,1290,0.0,968804566
2351,3067,1.0,974403699
1797,947,1.0,974700804
1856,1219,1.0,974698719
3842,2858,0.0,965910854
2560,34,0.0,973989047
4647,2289,1.0,963964160
5378,2606,0.0,960402296
5100,593,1.0,962407383
4048,505,0.0,965502976
602,3156,1.0,975878249
4984,2435,1.0,962595695
5493,1,1.0,959813225
1356,2291,1.0,974770349
192,236,0.0,977028976
5599,3108,1.0,959213815
516,2053,0.0,976281158
3690,2447,0.0,966309775
3081,1200,1.0,969800128
4117,1517,1.0,965702471
4089,2134,1.0,965537023
1426,2422,0.0,978457271
3056,2722,1.0,970123635
5791,1203,1.0,958090762
2093,3865,1.0,974654313
5216,223,1.0,961551145
4514,2369,0.0,965266543
2401,2997,1.0,974260642
148,2019,1.0,979575415
5916,2917,1.0,957360154
2871,1747,1.0,972423814
557,1214,1.0,976049576
4482,2973,1.0,965098536
3901,1513,0.0,965769900
3669,1617,1.0,966378532
3841,3671,1.0,965996448
2648,2321,1.0,973891625
309,296,1.0,976553247
1509,198,0.0,975611506
3705,151,1.0,966286629
4032,1129,1.0,965513462
3585,3350,1.0,966697120
2010,266,1.0,974678070
5306,3686,1.0,961012969
235,3251,1.0,977099805
6019,1615,1.0,956761081
3705,2240,1.0,966285445
5047,800,1.0,962496156
4560,2916,1.0,964814546
4127,2,1.0,965355898
6026,338,0.0,956726392
2402,1214,1.0,974261196
2063,3793,1.0,975379186
4027,1252,1.0,965514633
2569,3124,1.0,973912158
3929,1690,0.0,965708363
1015,2728,1.0,975016382
5169,1960,1.0,961893405
832,3608,1.0,975363333
925,3675,1.0,975198223
817,2248,1.0,975387477
2112,356,1.0,974649851
3621,2065,1.0,966576577
2909,999,1.0,971971535
4470,2406,1.0,965064908
5508,2606,1.0,959723779
5158,1363,1.0,961940256
2457,2288,1.0,974180386
4965,1483,0.0,962611776
2818,2959,1.0,972670852
2408,852,1.0,974253966
841,3624,1.0,975356908
840,3317,1.0,994887549
1628,2640,1.0,974718641
4796,2173,1.0,962989729
3453,3811,1.0,971324645
3075,2871,1.0,969898479
23,592,1.0,978462554
3688,1283,0.0,966403906
1680,1022,1.0,974790392
2232,329,1.0,974597018
1768,1959,1.0,974701811
1807,3421,1.0,974739097
5955,916,1.0,957110122
2593,1210,1.0,973822351
1091,736,1.0,974930147
1017,2995,1.0,975012568
3243,2140,1.0,968339305
5312,1080,1.0,962235587
2098,22,1.0,974655347
4260,1556,0.0,965325077
1469,898,1.0,974769783
5626,253,1.0,961488493
1314,146,1.0,975535053
5840,1296,1.0,957830398
4983,3421,1.0,962594713
5567,3374,1.0,959348559
5636,3717,0.0,986780107
5717,1343,0.0,958747708
1357,1389,0.0,974772147
3825,111,1.0,965938797
1502,47,1.0,975141334
1647,2380,1.0,986541310
4829,2302,1.0,964238647
5483,3100,1.0,959889969
3693,3671,1.0,966304066
4285,2302,1.0,965279903
5108,3174,1.0,962332830
1120,3759,1.0,975438308
1150,1088,0.0,974870425
5688,1997,0.0,958602693
2378,2558,1.0,974330906
524,1693,1.0,976169579
2387,1213,1.0,974307483
945,2763,1.0,975163227
1160,2560,0.0,1008037595
1449,3246,1.0,976314221
4403,2194,1.0,965156586
2106,2018,0.0,985802272
1067,2010,1.0,974952896
5035,2779,1.0,962556700
3912,2571,1.0,965754185
1311,1583,0.0,974784018
1053,1912,1.0,974954088
3516,2640,1.0,966966938
1663,1396,1.0,974711454
5787,521,1.0,1022206250
5074,1957,1.0,980997520
1150,538,1.0,974873749
1825,3466,1.0,974731561
850,3717,0.0,975359474
3373,474,1.0,967602807
1883,3048,0.0,974875687
4167,1220,1.0,965333831
3299,1356,1.0,968036574
4269,3706,1.0,965303222
4990,1189,1.0,962592701
3089,861,1.0,969663170
3607,2746,1.0,971912605
1101,2815,0.0,1010865025
5787,1278,1.0,1001123750
482,1952,1.0,976218489
2688,3146,1.0,978314822
2748,364,0.0,973287389
411,1269,1.0,997066224
1597,2348,1.0,974733061
29,589,1.0,978135871
1941,2436,1.0,999146475
1895,2023,1.0,974695656
3557,2846,1.0,966830929
2225,160,0.0,979411819
5428,1682,1.0,960080092
3778,1092,1.0,966049785
5054,3044,1.0,965151758
5792,3145,1.0,1001009815
5353,1954,1.0,960616735
3829,3418,1.0,965937476
4722,2019,1.0,963367780
764,1030,1.0,975453403
1865,2188,1.0,976584116
2486,2324,1.0,974143601
444,3037,1.0,976241155
5267,1197,1.0,965409304
3519,2468,1.0,968340742
4906,3090,1.0,962744004
134,2006,1.0,978038484
3645,1270,1.0,966467815
3632,736,1.0,966536474
777,3809,1.0,975438358
2109,2898,1.0,974663097
4169,3470,1.0,965692800
687,1097,1.0,975691522
2376,1197,1.0,974332768
3054,920,1.0,970616508
2544,2160,1.0,974040742
2308,2770,1.0,974487453
6007,2153,0.0,956791570
5675,1438,1.0,958685619
5441,3035,1.0,959988677
1502,1693,1.0,975141335
6036,2671,1.0,956753920
2340,105,1.0,974422287
2235,2433,1.0,974615434
6000,3441,1.0,956883315
109,3033,1.0,977516416
6028,2916,1.0,956723649
199,2469,0.0,976977889
38,381,1.0,978045958
131,1247,1.0,977431961
4535,3635,1.0,964722249
5539,2689,1.0,959919476
4287,2916,1.0,965276293
1120,596,1.0,974912016
4233,1079,1.0,965312721
4118,1294,1.0,983346013
5108,2324,1.0,962333666
1987,1240,1.0,974685082
4800,1196,1.0,962989656
5511,17,1.0,959801201
3507,596,1.0,966997598
4829,2346,1.0,1013353616
2765,1276,1.0,973128611
3961,2642,0.0,967226134
59,1230,1.0,977934740
1125,2724,1.0,974924389
101,165,1.0,977578439
1051,2329,1.0,991024296
4344,2900,1.0,966453931
5390,112,1.0,960327363
2620,592,0.0,973655970
1779,3578,0.0,977032289
3007,2012,1.0,970540448
4318,1012,1.0,965378923
3425,587,1.0,967364142
4133,3114,1.0,965350770
1884,3873,1.0,974762720
3780,1034,1.0,966033331
1457,551,1.0,974757060
5920,1079,1.0,957310945
4048,1580,1.0,965498319
4940,2183,1.0,962641663
151,72,1.0,993119603
1671,2701,1.0,1018225951
3101,2278,1.0,969578120
3044,1517,1.0,970210740
3300,1213,1.0,968205569
2682,2076,1.0,973388171
5294,2762,1.0,961039660
5142,1009,1.0,962147328
4204,2921,1.0,965322502
854,3897,1.0,975351177
2955,1321,0.0,971204854
5827,2322,1.0,957895824
3367,1161,1.0,970080693
353,593,1.0,976329540
1199,474,1.0,974847262
5184,1,1.0,961734837
2804,1947,1.0,972794786
5257,898,1.0,961261808
1584,2502,1.0,974966031
3183,3037,1.0,968728431
118,198,0.0,977501230
580,1224,1.0,975971693
840,3441,0.0,994195546
2185,1078,1.0,975363404
3108,296,1.0,969493631
3128,1230,1.0,969291711
830,3897,1.0,975366982
3182,2877,1.0,968770674
1561,2058,1.0,1024170963
2127,432,0.0,975624658
3539,707,1.0,966929007
5000,539,1.0,962596961
4170,858,1.0,965333494
2793,3441,1.0,972941992
5301,2392,1.0,960974903
3526,2518,1.0,966906270
2660,920,1.0,973463513
1714,2470,1.0,974712056
1496,3031,1.0,974756150
702,592,0.0,975560797
6011,1608,1.0,956784279
2170,3402,1.0,974612435
887,2359,1.0,975257108
3449,260,1.0,967254482
1709,3611,1.0,974711386
964,3556,1.0,975117550
4411,2083,1.0,970370676
1837,2731,1.0,1011102268
4028,223,1.0,965765067
5824,372,1.0,957970426
3823,920,1.0,965943468
5675,2826,1.0,958685619
3971,3865,1.0,1012408138
4557,2391,0.0,964539691
4277,194,1.0,975250826
1261,266,1.0,975204925
3853,2321,1.0,965874140
4169,3060,1.0,973310455
5418,2641,1.0,960184472
5312,3267,1.0,1046444711
2467,589,1.0,974161087
5005,345,1.0,962591633
235,2337,0.0,976770084
4169,84,1.0,976588038
588,562,1.0,975938958
2231,2779,1.0,974601469
2907,2827,1.0,971821183
551,1956,1.0,976065746
5872,2841,1.0,972435478
5241,1235,1.0,961438848
5749,1175,1.0,962843596
4778,1961,1.0,963025623
5187,1060,1.0,961723433
4543,924,1.0,964755737
2684,1960,1.0,974758722
3885,1254,1.0,965811462
5734,2997,1.0,983393298
3751,608,0.0,966129359
2679,1573,1.0,973402936
3440,3246,1.0,967314200
2484,930,1.0,974149653
570,3948,1.0,976003188
4312,2387,1.0,965507372
4063,919,1.0,996116180
2761,3168,1.0,973149082
1181,1293,1.0,974948975
4169,2804,1.0,965334088
3308,3197,1.0,967992518
3751,3361,1.0,966130143
5369,162,1.0,960487659
4956,2944,1.0,962640416
5858,1955,1.0,957716833
2807,2852,1.0,972790701
5419,2289,1.0,960173620
3007,1527,1.0,970540364
3675,1784,1.0,966362540
6037,319,1.0,956718943
5905,2667,1.0,957377383
3892,497,1.0,965796990
3529,2987,1.0,966897921
4482,588,1.0,965100821
3519,3478,1.0,969996650
3054,2272,1.0,970617993
4725,2879,1.0,963369405
2926,86,0.0,1006658564
3705,2409,1.0,966286651
5747,1301,1.0,958356488
1285,1022,1.0,975915262
2211,232,1.0,974604630
2258,3793,1.0,982437013
3836,2082,0.0,966185152
637,48,0.0,975737778
3713,2875,1.0,966271471
1420,1245,1.0,974767367
4022,1047,1.0,965524497
1333,2533,1.0,974777052
5686,410,0.0,958605613
3152,3717,1.0,1019015721
800,427,0.0,975403073
563,2700,0.0,976045286
3967,420,0.0,967552278
1632,2010,1.0,974716721
4639,3101,1.0,1024084461
1530,2115,1.0,985055075
4784,2395,1.0,963253332
651,1230,1.0,975708757
5000,446,1.0,962594432
1513,2067,1.0,974748543
3821,3051,1.0,974758124
3440,1784,1.0,967314331
4819,2448,1.0,962926388
3280,3439,0.0,968169322
1998,2396,1.0,981859178
2926,3565,1.0,1006655384
5832,2918,1.0,957887275
2929,327,1.0,971589927
4895,2001,1.0,965615011
482,1300,1.0,976218713
4765,940,1.0,1012019513
5108,3543,1.0,962333114
4855,558,0.0,962847405
5136,541,1.0,962094559
5682,3033,1.0,958964543
5054,3077,1.0,1009575706
4318,1263,1.0,965378995
2990,50,1.0,970953389
1722,3264,1.0,974706059
2688,527,1.0,978834626
3240,608,1.0,968351325
4272,2288,1.0,965301638
4443,3788,1.0,965094997
2496,3865,1.0,974261546
5692,3354,0.0,958596728
3539,3099,1.0,967020807
4168,1680,1.0,965336016
731,3088,1.0,975528827
4515,1198,1.0,964996970
4054,909,1.0,965507811
5779,3527,1.0,958155822
5538,1284,1.0,959559606
4352,93,1.0,965534562
4810,329,1.0,962934191
4984,2950,0.0,962597019
1490,1277,1.0,974770880
4376,3418,1.0,965178102
1748,1374,1.0,974722563
5047,2490,0.0,962496889
2051,608,1.0,974662211
2684,2318,1.0,973466009
4792,2788,1.0,962992597
919,2000,1.0,975206182
4043,3793,1.0,965501617
4006,2253,1.0,965552983
4611,230,1.0,964153885
2929,1476,1.0,971591574
509,3869,0.0,976206492
839,3114,1.0,975361183
1527,1247,1.0,975372229
3829,1320,1.0,965939431
4422,3524,1.0,965118654
3620,2808,1.0,972834297
3087,2822,0.0,969682709
2854,2692,1.0,972512796
744,3877,0.0,975470617
1301,3101,1.0,1025586055
3437,3911,1.0,973299243
4277,464,1.0,965294901
1880,3259,1.0,974705590
3243,1653,1.0,968393677
3269,3751,1.0,968198843
2997,480,1.0,970685802
1536,553,1.0,974744719
5972,1569,1.0,963614814
53,1566,1.0,977979794
5960,1777,1.0,957029544
2402,2615,1.0,974261743
5426,1210,1.0,960098253
1449,1777,1.0,975696121
4007,2476,1.0,965548302
1194,1416,0.0,1036260454
2811,2351,1.0,972756892
4022,1,1.0,965521847
1147,3114,1.0,974873380
1694,441,1.0,974713738
3580,2571,1.0,966708103
5890,1244,1.0,957469725
3946,1307,1.0,965747736
2814,590,1.0,972701444
3551,3204,1.0,966822115
2092,3471,1.0,978302757
3159,1093,1.0,968879897
6010,2985,1.0,956859349
19,2860,1.0,978554075
1639,3301,1.0,980110897
178,1029,1.0,977108923
952,2759,1.0,975137607
4508,1089,1.0,964988520
2968,1620,1.0,971111462
890,126,0.0,997761051
5643,1025,1.0,962738484
5755,1196,1.0,958265538
3681,3566,1.0,980869523
5812,144,0.0,957946155
1835,2513,1.0,974878845
3170,2352,1.0,968806632
1333,707,0.0,974776231
4655,52,0.0,963902187
4248,2815,1.0,965310441
3295,1735,1.0,968058140
3728,2699,1.0,966215554
2802,2240,1.0,1013456605
2638,3104,1.0,980118809
5556,2140,1.0,959442713
1088,1993,0.0,1016013023
4520,1250,1.0,965928678
1854,1674,1.0,1028507016
3510,223,1.0,967046711
3824,2167,1.0,1017017279
2811,77,1.0,972757294
5256,450,0.0,961298872
549,552,1.0,976071002
1926,949,1.0,974769541
4708,2025,1.0,963514982
3608,1,1.0,966612354
73,3608,1.0,981605146
1812,1734,1.0,974697917
2624,2028,1.0,973640026
3044,616,1.0,970212016
881,3257,0.0,975264625
4543,457,1.0,966025308
1607,1147,1.0,974733496
3641,3529,1.0,966487850
244,151,1.0,976736325
2872,3306,1.0,972416962
5954,2655,0.0,957705643
4362,2280,1.0,965188270
4344,608,1.0,965233731
4328,2947,1.0,965251164
4595,858,1.0,964653981
5601,1213,1.0,959211717
5838,131,1.0,957841505
525,3545,1.0,976163696
4602,608,1.0,964206940
4835,3176,1.0,962896265
1889,2478,1.0,989090282
2030,1653,1.0,974671025
3746,2001,1.0,966140391
5399,2701,1.0,960292722
5225,648,1.0,961519567
4531,2167,0.0,965155016
2888,3671,1.0,972059249
1926,3308,1.0,974693968
1158,318,1.0,974866062
4377,2916,1.0,965176783
5680,1464,0.0,958613530
1505,1131,1.0,983674500
4277,1914,1.0,997342344
2638,2407,1.0,973707564
3836,47,1.0,965925472
4546,1358,1.0,964656627
4012,720,1.0,965542308
2030,3468,1.0,974747742
267,249,1.0,976645263
4088,877,1.0,965433189
1015,2612,1.0,975016280
1318,3513,1.0,974779424
3906,1036,1.0,965758736
3742,65,1.0,966143814
971,1219,1.0,975112196
4298,596,1.0,965270785
4367,3735,1.0,967945930
4353,1348,1.0,968144081
639,674,0.0,975809572
36,11,1.0,978063696
1173,2861,0.0,974860424
1133,2987,1.0,974887108
1031,589,1.0,974998838
2031,3827,1.0,1042347353
435,1127,1.0,976248292
