user_id,item_id,rating,timestamp
6037,3006,1,956709265
6037,908,1,956709265
6037,3196,1,956709265
6037,1299,1,956709265
6037,1225,1,956709265
6037,919,1,956709303
6037,1207,1,956709303
6037,608,1,956709303
6037,3469,1,956709327
6036,1721,1,956709349
6036,2428,0,956709350
6036,2376,0,956709350
6036,1883,1,956709350
6036,3438,0,956709350
6037,1237,1,956709355
6037,1945,1,956709355
6037,3468,1,956709355
6037,2728,1,956709393
6037,1231,1,956709393
6037,3359,1,956709393
6037,1938,1,956709393
6037,1949,1,956709393
6036,2699,0,956709453
6036,2826,0,956709453
6036,2858,1,956709453
6036,2827,0,956709453
6036,2492,0,956709453
6036,2706,0,956709453
6036,2683,1,956709453
6036,2707,0,956709453
6036,2572,0,956709453
6037,3362,1,956709469
6037,1276,1,956709469
6037,3504,1,956709469
6037,2324,1,956709469
6037,1203,1,956709469
6037,2501,1,956709469
6036,2555,0,956709526
6036,2710,1,956709526
6036,2770,0,956709526
6036,3285,0,956709526
6036,2694,0,956709526
6036,2975,0,956709526
6036,3005,0,956709526
6036,2997,1,956709526
6036,2842,0,956709526
6037,2289,1,956709534
6037,3270,0,956709534
6037,1233,1,956709534
6037,3330,1,956709534
6036,2771,1,956709578
6036,2433,1,956709578
6036,2038,1,956709578
6036,2147,0,956709578
6036,223,1,956709578
6036,3016,1,956709578
6037,3068,1,956709587
6037,3095,1,956709587
6037,1097,1,956709587
6037,1208,1,956709587
6037,111,1,956709629
6037,2890,0,956709629
6037,1293,1,956709629
6037,1941,1,956709629
6037,2919,1,956709629
6037,1940,1,956709629
6036,1911,0,956709631
6036,2546,0,956709631
6036,2541,0,956709631
6036,2881,0,956709631
6036,1093,1,956709631
6036,2759,1,956709631
6036,2678,1,956709631
6036,2772,0,956709631
6036,2722,0,956709631
6036,3203,1,956709631
6036,2828,0,956709679
6036,3113,0,956709679
6036,2336,1,956709679
6036,2605,0,956709679
6036,2599,1,956709679
6036,2575,1,956709679
6036,2434,0,956709679
6036,3408,1,956709679
6037,3051,1,956709701
6037,926,1,956709701
6037,3467,1,956709701
6037,1259,1,956709701
6037,1213,1,956709701
6037,924,1,956709701
6037,17,1,956709701
6036,2712,1,956709739
6036,2716,1,956709739
6036,3159,1,956709739
6036,2757,1,956709739
6036,2580,1,956709739
6037,1939,1,956709741
6037,3526,1,956709741
6037,1950,1,956709741
6037,1952,1,956709741
6036,2676,0,956709818
6036,407,0,956709818
6036,2690,1,956709818
6036,2995,0,956709818
6036,2333,1,956709818
6036,2318,1,956709818
6036,2719,0,956709818
6037,3152,1,956709830
6037,959,1,956709830
6037,1288,1,956709875
6037,2303,1,956709875
6036,2629,1,956709885
6036,2882,0,956709885
6036,3160,1,956709885
6036,2713,0,956709885
6036,3008,1,956709885
6036,2392,0,956709885
6036,2390,1,956709885
6036,785,0,956709885
6037,1674,1,956709914
6037,3147,1,956709914
6037,1953,1,956709914
6037,2238,1,956709914
6036,3354,0,956709933
6036,2805,0,956709933
6036,2734,1,956709933
6036,2900,1,956709933
6036,3053,0,956709933
6037,909,1,956709950
6037,3379,1,956709950
6037,949,1,956709983
6037,296,1,956709983
6037,235,1,956709983
6037,2439,1,956709983
6036,1959,1,956710005
6036,968,1,956710005
6036,2490,1,956710005
6036,2723,1,956710006
6036,3325,0,956710006
6036,2502,1,956710006
6036,2574,0,956710006
6036,2581,1,956710006
6036,2901,1,956710006
6036,3219,0,956710006
6037,3201,1,956710012
6037,3363,1,956710012
6037,1956,1,956710037
6037,3424,1,956710037
6036,2598,0,956710067
6036,2013,1,956710067
6036,2758,1,956710067
6036,2906,0,956710067
6036,3300,1,956710067
6036,24,0,956710067
6036,299,1,956710067
6036,2395,1,956710117
6036,2686,1,956710117
6036,2093,1,956710117
6036,2692,1,956710117
6036,43,1,956710117
6036,2560,1,956710117
6036,1513,1,956710117
6036,2762,1,956710191
6036,2840,0,956710191
6036,3273,0,956710191
6036,2700,1,956710191
6036,2841,1,956710191
6036,2396,0,956710191
6036,2485,0,956710191
6036,2491,0,956710191
6036,3081,1,956710191
6036,2070,1,956710231
6036,2693,1,956710231
6036,2715,0,956710231
6036,3176,1,956710231
6036,3114,1,956710231
6036,2672,0,956710231
6036,2702,1,956710231
6036,2701,0,956710274
6036,2337,0,956710274
6036,86,1,956710274
6036,2987,0,956710274
6036,2600,0,956710274
6036,1623,0,956710274
6036,1554,1,956710370
6036,3125,1,956710370
6036,3179,0,956710370
6036,3329,1,956710370
6036,461,1,956710399
6036,2010,1,956710399
6036,3022,1,956710440
6036,50,1,956710440
6036,1413,1,956710440
6036,2024,1,956710440
6036,1198,1,956710483
6036,720,1,956710483
6036,745,1,956710483
6036,318,1,956710521
6036,3149,0,956710521
6036,2028,1,956710521
6036,1281,1,956710521
6036,1148,1,956710521
6036,1192,1,956710521
6036,1196,1,956710521
6036,213,0,956710566
6036,608,1,956710566
6036,3471,1,956710566
6036,3307,1,956710566
6036,28,1,956710566
6036,3265,1,956710606
6036,3224,1,956710606
6036,2360,1,956710665
6036,3128,1,956710665
6036,3196,1,956710665
6036,1219,1,956710665
6036,2019,1,956710703
6036,260,1,956710703
6036,3462,1,956710730
6036,1193,1,956710766
6036,1348,1,956710766
6036,3543,1,956710766
6036,3030,1,956710766
6036,1719,1,956710766
6036,2075,1,956710800
6036,541,1,956710800
6036,1617,1,956710800
6036,1267,1,956710800
6036,2972,1,956710800
6036,750,1,956710800
6036,1213,1,956710831
6036,1207,1,956710831
6036,1248,1,956710831
6036,3006,1,956710831
6035,898,0,956710846
6035,25,0,956710846
6035,902,1,956710846
6035,1007,1,956710846
6036,2859,1,956710871
6036,2300,1,956710871
6036,922,1,956710871
6036,3067,1,956710871
6036,1247,1,956710871
6036,951,1,956710871
6035,1193,1,956710879
6036,903,1,956710906
6036,2919,1,956710907
6036,913,1,956710907
6036,2677,0,956710907
6036,2728,1,956710907
6036,2186,1,956710941
6036,930,1,956710941
6036,2609,1,956710941
6036,1231,1,956710941
6036,111,1,956710941
6036,593,1,956710974
6036,1233,1,956710974
6036,1412,1,956710974
6036,1299,1,956710974
6036,1303,1,956710974
6036,2648,1,956711009
6036,2357,1,956711009
6036,1104,1,956711009
6036,3359,1,956711009
6036,899,1,956711009
6035,2827,0,956711024
6035,2628,1,956711024
6036,1228,1,956711048
6036,3545,1,956711048
6036,2732,1,956711048
6036,1080,1,956711048
6036,3429,1,956711048
6036,3424,1,956711048
6035,1748,0,956711064
6035,589,0,956711064
6035,480,0,956711064
6035,1584,1,956711064
6035,3175,1,956711064
6035,2571,1,956711064
6035,32,1,956711064
6035,2046,1,956711064
6036,800,1,956711080
6036,3365,1,956711080
6036,2664,1,956711080
6036,1214,1,956711080
6035,1591,0,956711091
6035,2916,0,956711091
6035,1372,1,956711091
6035,504,0,956711091
6035,1909,0,956711091
6035,1653,1,956711091
6035,1876,0,956711121
6035,1356,1,956711121
6035,1527,1,956711121
6035,1396,1,956711121
6035,1580,1,956711121
6036,1223,1,956711123
6036,1294,1,956711123
6036,2660,1,956711123
6036,971,1,956711123
6036,1952,1,956711123
6036,1419,1,956711123
6035,329,1,956711153
6035,2393,1,956711154
6035,512,0,956711154
6035,3156,0,956711154
6035,2012,0,956711154
6035,788,0,956711154
6036,1217,1,956711156
6036,3089,1,956711157
6036,3075,1,956711157
6035,1690,0,956711176
6035,338,0,956711176
6035,2699,0,956711176
6035,1573,0,956711176
6036,265,0,956711193
6036,1150,1,956711193
6036,2973,1,956711193
6036,1188,1,956711193
6035,1544,0,956711201
6035,185,0,956711201
6035,1603,0,956711201
6035,1391,1,956711223
6035,1831,0,956711223
6035,1320,1,956711223
6036,2920,1,956711231
6036,1885,1,956711231
6036,1240,1,956711231
6036,3148,0,956711231
6036,514,1,956711231
6036,1931,1,956711231
6035,2808,0,956711247
6035,1779,0,956711247
6035,2986,0,956711247
6035,2053,0,956711268
6035,2701,0,956711268
6035,405,0,956711268
6035,1590,0,956711268
6036,1094,1,956711283
6036,2020,1,956711283
6036,1056,1,956711283
6036,1041,1,956711283
6036,1132,1,956711283
6035,737,0,956711290
6035,2448,0,956711290
6035,66,0,956711290
6035,1882,0,956711290
6035,256,0,956711290
6036,1136,1,956711318
6036,176,1,956711318
6036,3447,1,956711318
6036,1199,1,956711318
6036,1176,1,956711318
6035,1196,1,956711361
6035,1210,1,956711361
6035,1270,1,956711361
6035,1200,0,956711361
6035,541,1,956711361
6035,1374,1,956711361
6035,1097,1,956711361
6035,1240,1,956711361
6036,3068,1,956711378
6036,446,1,956711378
6036,924,1,956711378
6036,1657,1,956711378
6036,1941,1,956711378
6035,2968,1,956711390
6035,3527,0,956711390
6035,1274,1,956711390
6035,1375,1,956711390
6035,2455,1,956711390
6035,1376,1,956711390
6035,2985,0,956711390
6035,2105,1,956711420
6035,2311,1,956711420
6035,2011,0,956711420
6035,2613,1,956711420
6035,2021,1,956711420
6035,2140,1,956711420
6035,2407,1,956711420
6035,2117,1,956711420
6036,1234,1,956711435
6036,1253,1,956711435
6036,1304,1,956711435
6036,3547,1,956711435
6036,3551,1,956711435
6035,2641,1,956711447
6035,2054,1,956711447
6035,1965,1,956711447
6035,2364,1,956711472
6035,1373,1,956711472
6035,2456,0,956711473
6035,2642,1,956711473
6035,2408,1,956711473
6036,1254,1,956711529
6036,1278,1,956711529
6036,2730,1,956711529
6036,1397,1,956711529
6036,3090,1,956711529
6036,3052,1,956711529
6036,3362,1,956711576
6036,1358,1,956711576
6036,2848,1,956711576
6036,1594,1,956711576
6036,247,1,956711576
6036,3461,1,956711642
6036,2791,1,956711642
6036,1537,1,956711642
6036,599,1,956711642
6036,1077,1,956711642
6036,3361,1,956711642
6036,942,1,956711642
6035,527,1,956711682
6035,318,1,956711682
6035,306,1,956711682
6036,916,1,956711684
6036,3418,1,956711684
6036,1242,1,956711684
6036,1288,1,956711684
6036,1185,1,956711684
6035,110,1,956711699
6035,2324,1,956711699
6035,608,1,956711699
6035,296,1,956711711
6035,1358,1,956711724
6035,307,1,956711724
6036,2971,1,956711733
6036,1957,1,956711733
6036,1874,1,956711733
6036,1258,1,956711733
6036,2064,1,956711733
6036,1387,1,956711733
6036,1504,1,956711733
6035,1704,1,956711743
6035,1243,1,956711743
6035,150,1,956711759
6035,265,1,956711759
6034,527,1,956711771
6034,3130,1,956711771
6034,344,0,956711771
6034,1345,1,956711771
6034,967,1,956711771
6035,2686,1,956711775
6035,249,1,956711789
6035,778,0,956711804
6035,1280,1,956711804
6035,2336,1,956711819
6035,1784,1,956711835
6035,3418,1,956711835
6035,293,1,956711849
6035,590,1,956711860
6035,475,1,956711890
6035,1682,1,956711890
6035,2291,1,956711910
6035,1179,1,956711910
6035,58,1,956711910
6035,3108,0,956711923
6036,373,1,956711958
6036,1280,1,956711958
6036,1264,1,956711958
6035,194,1,956711961
6035,337,1,956711971
6035,358,1,956711982
6035,454,0,956711995
6035,1366,1,956712007
6035,515,1,956712019
6035,1061,0,956712019
6036,2391,1,956712023
6036,150,1,956712023
6036,3421,0,956712023
6036,2366,1,956712023
6036,961,1,956712023
6036,1208,1,956712023
6035,1466,1,956712034
6035,1721,0,956712034
6035,3246,1,956712034
6035,3386,1,956712051
6035,62,1,956712051
6036,1392,1,956712084
6036,3342,1,956712084
6036,3019,1,956712084
6036,1674,1,956712084
6035,1120,0,956712108
6035,1268,0,956712108
6035,3426,0,956712108
6035,11,1,956712108
6035,4,0,956712120
6035,1735,0,956712137
6035,805,0,956712157
6035,230,0,956712157
6035,3255,1,956712157
6036,2565,1,956712174
6035,21,0,956712177
6035,2688,0,956712177
6035,1694,0,956712177
6035,26,0,956712192
6035,1727,0,956712192
6035,1729,1,956712214
6035,282,1,956712214
6035,280,1,956712214
6035,3252,1,956712214
6035,3155,0,956712232
6035,509,1,956712232
6035,1747,1,956712242
6035,1918,1,956712257
6035,224,1,956712257
6034,320,1,956712258
6034,1617,1,956712258
6034,1248,1,956712258
6034,2726,1,956712258
6034,913,1,956712258
6034,1252,1,956712258
6034,541,1,956712258
6034,3435,1,956712258
6036,3364,1,956712278
6036,3363,0,956712278
6036,2361,1,956712278
6035,1442,0,956712282
6035,875,0,956712299
6035,1480,1,956712299
6035,3176,1,956712312
6034,1260,1,956712333
6034,1284,1,956712333
6034,1267,1,956712333
6034,2186,1,956712333
6034,3334,1,956712333
6035,31,0,956712335
6035,1711,1,956712350
6035,1093,0,956712350
6036,1197,1,956712367
6036,900,1,956712367
6036,1962,1,956712367
6036,2966,1,956712367
6036,293,1,956712367
6036,2441,0,956712367
6036,2289,1,956712367
6035,2002,1,956712374
6035,851,1,956712374
6035,350,0,956712374
6034,1179,1,956712388
6034,942,1,956712388
6034,2987,1,956712388
6036,695,1,956712412
6036,589,1,956712412
6036,1211,1,956712412
6036,1201,1,956712439
6036,2571,1,956712439
6035,3053,0,956712454
6035,2059,0,956712454
6035,1183,1,956712471
6035,2875,1,956712471
6036,2288,0,956712474
6036,2644,1,956712474
6036,940,1,956712474
6036,921,1,956712474
6036,1096,1,956712474
6036,1036,1,956712474
6035,253,1,956712491
6036,30,1,956712526
6036,1259,1,956712526
6035,1586,1,956712526
6035,1027,1,956712526
6035,1006,0,956712526
6035,42,1,956712526
6035,605,1,956712526
6036,457,1,956712526
6036,3028,1,956712527
6036,2908,1,956712527
6035,766,1,956712548
6035,1801,0,956712588
6035,1884,0,956712588
6035,3257,0,956712588
6036,25,1,956712599
6036,2857,1,956712599
6036,3152,1,956712599
6036,3521,1,956712599
6035,3528,1,956712613
6035,418,1,956712613
6035,765,1,956712633
6035,455,0,956712651
6035,2431,1,956712665
6035,1726,1,956712675
6036,3150,1,956712677
6036,1265,1,956712677
6036,2313,1,956712677
6036,1966,0,956712677
6036,1282,1,956712677
6036,1340,1,956712677
6036,235,1,956712724
6036,2291,1,956712724
6036,3550,1,956712724
6036,1797,1,956712724
6036,326,1,956712724
6036,308,1,956712724
6036,3498,1,956712724
6036,969,1,956712724
6035,92,0,956712726
6035,2412,0,956712737
6035,169,0,956712737
6035,1595,0,956712754
6036,2324,1,956712763
6036,2819,1,956712763
6035,981,0,956712771
6036,994,1,956712810
6036,2102,1,956712810
6036,2529,1,956712810
6036,2130,1,956712810
6036,1961,1,956712810
6036,3499,1,956712810
6036,3198,1,956712810
6036,1296,1,956712810
6035,1,1,956712849
6035,2396,1,956712860
6036,594,1,956712862
6036,1301,1,956712862
6036,3132,1,956712862
6036,32,1,956712862
6036,1307,0,956712862
6036,2208,1,956712862
6036,1354,1,956712862
6036,2501,1,956712862
6035,356,1,956712882
6035,1265,1,956712882
6036,959,1,956712897
6036,388,1,956712897
6036,1954,1,956712897
6036,735,1,956712897
6036,1272,1,956712897
6036,320,1,956712897
6035,2302,0,956712901
6035,1641,0,956712924
6035,1500,1,956712924
6035,2542,0,956712924
6036,2947,1,956712929
6036,448,1,956712929
6035,2355,1,956712937
6035,1923,0,956712964
6035,1517,1,956712964
6035,3253,1,956712964
6035,367,0,956712975
6036,2662,1,956712981
6036,3018,1,956712981
6036,1827,1,956712981
6036,1097,1,956712981
6036,300,1,956712981
6036,2739,1,956712981
6036,17,1,956712981
6036,649,1,956712981
6035,440,1,956712987
6035,2124,0,956713011
6035,500,0,956713011
6035,1614,1,956713027
6035,7,1,956713027
6035,2384,1,956713027
6035,3450,0,956713042
6035,471,1,956713042
6035,2108,1,956713042
6036,2926,1,956713051
6036,3147,1,956713051
6036,34,1,956713051
6036,1269,1,956713051
6035,1777,1,956713065
6035,597,0,956713065
6035,3263,0,956713077
6035,708,1,956713093
6035,539,0,956713093
6035,236,0,956713093
6035,216,0,956713116
6035,1020,0,956713131
6035,378,0,956713131
6035,3208,0,956713146
6035,1713,0,956713146
6035,333,0,956713146
6035,830,0,956713165
6035,2622,0,956713165
6035,5,0,956713165
6035,1042,0,956713183
6035,2004,0,956713183
6036,3098,1,956713196
6036,3094,1,956713196
6036,3111,1,956713196
6036,1641,1,956713196
6035,1513,0,956713211
6035,231,1,956713211
6035,1409,1,956713211
6035,157,0,956713228
6035,372,1,956713228
6036,1914,1,956713238
6036,1944,1,956713238
6036,1582,1,956713238
6035,1367,0,956713239
6035,1377,1,956713254
6035,2709,1,956713254
6035,252,1,956713266
6035,1379,1,956713282
6035,784,0,956713282
6035,585,0,956713282
6036,3548,0,956713310
6036,3086,1,956713310
6036,3267,1,956713310
6035,673,0,956713315
6035,186,0,956713315
6035,466,1,956713315
6035,1702,0,956713315
6035,344,0,956713330
6035,1689,1,956713330
6035,2266,1,956713357
6035,1806,0,956713357
6035,3,0,956713372
6035,537,0,956713372
6035,355,0,956713372
6035,1494,0,956713384
6035,1855,0,956713400
6035,2387,0,956713420
6035,153,1,956713420
6035,1503,0,956713420
6035,2335,1,956713432
6035,818,0,956713458
6035,1646,0,956713458
6035,520,1,956713475
6035,1581,0,956713475
6035,1863,0,956713475
6033,2916,1,956713483
6033,2628,1,956713483
6033,2016,1,956713483
6033,1012,1,956713483
6035,637,0,956713491
6035,1602,0,956713491
6035,432,0,956713491
6033,1193,1,956713500
6035,2036,0,956713502
6035,1431,0,956713523
6035,2953,0,956713523
6035,1760,0,956713523
6035,1453,0,956713534
6035,374,0,956713549
6035,688,0,956713549
6035,2042,0,956713549
6035,2720,0,956713564
6035,437,0,956713564
6035,1005,0,956713564
6035,2296,1,956713577
6035,1839,0,956713577
6033,2699,1,956713587
6033,2826,1,956713587
6035,325,0,956713592
6035,429,0,956713592
6035,420,0,956713592
6035,1707,0,956713592
6033,2433,1,956713603
6035,2152,1,956713620
6035,870,0,956713620
6035,1731,0,956713632
6035,3146,0,956713640
6033,2605,0,956713643
6033,2688,1,956713643
6033,3053,1,956713676
6033,2526,1,956713676
6033,1959,1,956713694
6033,2013,1,956713728
6033,2670,1,956713749
6033,2763,1,956713781
6033,2701,0,956713781
6033,2987,1,956713781
6033,1221,1,956713838
6033,1214,1,956713838
6033,1198,1,956713838
6033,2028,1,956713838
6033,858,1,956713838
6033,260,1,956713838
6036,1295,1,956713864
6036,2329,1,956713864
6036,2000,1,956713864
6036,123,1,956713864
6036,2729,1,956713864
6036,3104,1,956713864
6033,1196,1,956713865
6033,1954,1,956713865
6033,110,1,956713865
6033,1201,1,956713898
6033,1036,1,956713898
6033,1374,1,956713898
6036,590,1,956713910
6036,1243,1,956713910
6033,1387,1,956713919
6033,2949,1,956713919
6033,2951,1,956713919
6033,1222,1,956713950
6033,1304,1,956713950
6033,1953,1,956713950
6033,2000,0,956713950
6033,2947,1,956713950
6033,1210,1,956713950
6033,1127,1,956713999
6033,2194,1,956713999
6033,733,1,956713999
6033,457,1,956713999
6033,940,1,956713999
6033,2944,1,956713999
6033,3404,1,956714023
6033,592,1,956714023
6033,1408,1,956714023
6033,480,1,956714023
6033,1608,1,956714059
6033,780,1,956714059
6033,2353,1,956714059
6033,349,1,956714059
6033,3197,1,956714082
6033,1375,1,956714082
6033,380,1,956714082
6033,1580,1,956714112
6033,1676,0,956714112
6033,292,1,956714112
6033,1527,1,956714112
6036,3105,1,956714355
6036,151,1,956714355
6036,945,1,956714355
6036,3210,1,956714355
6036,1273,1,956714355
6036,339,1,956714355
6036,2871,1,956714355
6036,1261,1,956714644
6036,1129,1,956714644
6036,110,1,956714644
6036,1012,1,956714644
6036,1171,1,956714644
6038,1296,1,956714684
6038,1354,1,956714725
6038,1419,1,956714815
6038,2700,0,956715051
6040,1225,1,956715288
6040,1299,1,956715288
6040,1189,1,956715288
6040,2020,1,956715288
6040,541,1,956715288
6040,1293,0,956715383
6040,1296,0,956715383
6040,3067,1,956715383
6040,3543,1,956715383
6040,3094,0,956715383
6040,1217,1,956715383
6040,2512,1,956715383
6040,2859,1,956715383
6040,1231,0,956715421
6040,1259,1,956715421
6040,1240,1,956715421
6040,3424,0,956715421
6040,1300,1,956715421
6040,2349,1,956715455
6040,1036,1,956715455
6040,3361,0,956715455
6040,1198,1,956715455
6040,1199,1,956715455
6040,1196,1,956715455
6040,1242,1,956715490
6040,1288,1,956715490
6040,3068,1,956715490
6040,1307,1,956715490
6040,1394,1,956715518
6040,1090,1,956715518
6040,1097,1,956715569
6040,1185,1,956715569
6040,1975,0,956715569
6040,1150,1,956715569
6040,2791,1,956715569
6040,1962,1,956715569
6040,3521,1,956715569
6040,1200,1,956715597
6040,1960,1,956715597
6040,3072,1,956715597
6040,3039,0,956715622
6040,1285,1,956715622
6040,1096,1,956715648
6040,1079,0,956715648
6040,2348,0,956715648
6040,2070,1,956715676
6040,2076,1,956715676
6040,2312,1,956715714
6040,1374,1,956715714
6040,2987,0,956715714
6040,3070,1,956715805
6040,1210,0,956715805
6040,2716,0,956715805
6040,1376,0,956715805
6040,2872,1,956715805
6040,1246,1,956715834
6040,2150,1,956715834
6040,3422,1,956715865
6040,2455,1,956715865
6040,2750,0,956715865
6040,1965,1,956715865
6040,3101,1,956715865
6040,1321,1,956715888
6040,1305,1,956715888
6040,2852,1,956715889
6040,3342,1,956715910
6040,1291,1,956715942
6040,2915,1,956715942
6040,3552,0,956715942
6040,1295,1,956715942
6040,2739,0,956715942
6040,2301,1,956715966
6040,3449,1,956715966
6040,1127,1,956715988
6040,1663,0,956716016
6040,592,0,956716016
6040,2407,0,956716016
6040,1220,0,956716016
6040,2100,1,956716113
6040,2011,1,956716113
6040,1124,0,956716113
6040,2463,0,956716132
6040,2989,0,956716132
6040,2745,1,956716157
6040,3016,0,956716157
6040,2746,0,956716157
6040,2286,0,956716183
6040,2022,1,956716207
6040,2369,1,956716207
6040,2985,0,956716232
6040,2802,0,956716262
6040,3524,0,956716263
6040,2003,0,956716294
6040,1991,0,956716294
6040,2134,0,956716294
6040,1173,0,956716317
6040,2641,0,956716343
6040,2376,0,956716343
6040,1587,0,956716374
6040,2021,1,956716374
6040,2146,0,956716374
6040,2111,0,956716374
6040,3388,0,956716407
6036,3508,1,956716416
6036,588,0,956716416
6036,2089,1,956716416
6036,1291,0,956716416
6036,680,1,956716416
6040,2717,0,956716438
6040,2794,0,956716438
6040,2751,0,956716438
6036,3088,1,956716445
6036,3169,1,956716445
6036,914,1,956716445
6036,3505,1,956716446
6040,2378,0,956716454
6036,348,1,956716474
6036,1289,1,956716474
6036,1274,1,956716474
6040,2456,0,956716478
6040,1974,0,956716478
6040,1373,1,956716478
6040,2410,0,956716497
6040,2411,0,956716497
6036,2553,1,956716516
6036,3526,1,956716516
6036,1187,1,956716516
6036,2948,1,956716516
6036,2944,1,956716516
6036,592,1,956716516
6036,3549,1,956716516
6040,2471,0,956716519
6040,2408,0,956716519
6040,3017,0,956716519
6040,2241,0,956716541
6040,2513,0,956716541
6040,1091,0,956716541
6040,2402,0,956716557
6036,1078,1,956716559
6036,1846,0,956716559
6036,2795,1,956716559
6036,2321,1,956716559
6040,2147,0,956716588
